Sno,Movie_Name,Director_Name,Director_1,Director_2,Duration,Year,Ratings,Metascore
968,Six Days Seven Nights,Ivan Reitman,Ivan Reitman,,102 min,1998,5.9,51
969,Krull,Peter Yates,Peter Yates,,121 min,1983,6.1,45
970,Lost in Space,Stephen Hopkins,Stephen Hopkins,,130 min,1998,5.2,42
971,Over the Top,Menahem Golan,Menahem Golan,,93 min,1987,5.8,40
972,Unlocked (I),Michael Apted,Michael Apted,,98 min,2017,6.3,46
973,Badlands,Terrence Malick,Terrence Malick,,94 min,1973,7.7,93
974,The Negotiator,F. Gary Gray,F. Gary Gray,,140 min,1998,7.3,62
975,Sahara,Breck Eisner,Breck Eisner,,124 min,2005,6.0,41
976,Guns Akimbo,Jason Howden,Jason Howden,,98 min,2019,6.3,42
977,Shehzada,Rohit Dhawan,Rohit Dhawan,,142 min,2023,4.6,
978,Deep Rising,Stephen Sommers,Stephen Sommers,,106 min,1998,6.1,
979,Shanghai Noon,Tom Dey,Tom Dey,,110 min,2000,6.6,77
980,The Lone Ranger,Gore Verbinski,Gore Verbinski,,150 min,2013,6.4,37
981,Hotel Mumbai,Anthony Maras,Anthony Maras,,123 min,2018,7.6,62
982,Spy Kids 3: Game Over,Robert Rodriguez,Robert Rodriguez,,84 min,2003,4.3,57
983,Congo,Frank Marshall,Frank Marshall,,109 min,1995,5.3,22
984,Drive Angry,Patrick Lussier,Patrick Lussier,,104 min,2011,5.4,44
985,The One,James Wong,James Wong,,87 min,2001,5.9,25
986,Three Kings,David O. Russell,David O. Russell,,114 min,1999,7.1,82
987,Death Race 2000,Paul Bartel,Paul Bartel,,80 min,1975,6.2,58
988,Ip Man 4: The Finale,Wilson Yip,Wilson Yip,,107 min,2019,7.0,62
989,Hot Shots! Part Deux,Jim Abrahams,Jim Abrahams,,86 min,1993,6.6,64
990,The Kingdom,Peter Berg,Peter Berg,,110 min,2007,7.0,56
991,The Score,Frank Oz,Frank Oz,,124 min,2001,6.8,71
992,Big Momma's House,Raja Gosnell,Raja Gosnell,,99 min,2000,5.2,33
993,Non-Stop,Jaume Collet-Serra,Jaume Collet-Serra,,106 min,2014,6.9,56
994,Get Smart,Peter Segal,Peter Segal,,110 min,2008,6.5,54
995,Maximum Overdrive,Stephen King,Stephen King,,98 min,1986,5.4,24
996,Jason X,James Isaac,James Isaac,,92 min,2001,4.4,25
997,Only the Brave,Joseph Kosinski,Joseph Kosinski,,134 min,2017,7.6,72
998,Die Hard 2,Renny Harlin,Renny Harlin,,124 min,1990,7.1,67
999,Filth (I),Jon S. Baird,Jon S. Baird,,97 min,2013,7.0,56
1000,Osmosis Jones,"Bobby Farrelly, Peter Farrelly",Bobby Farrelly,Peter Farrelly,95 min,2001,6.3,57
1001,Universal Soldier,Roland Emmerich,Roland Emmerich,,102 min,1992,6.1,35
1002,For Your Eyes Only,John Glen,John Glen,,127 min,1981,6.7,54
1003,Safe (I),Boaz Yakin,Boaz Yakin,,94 min,2012,6.5,55
1004,Crank: High Voltage,"Mark Neveldine, Brian Taylor",Mark Neveldine,Brian Taylor,96 min,2009,6.1,41
1005,Conspiracy Theory,Richard Donner,Richard Donner,,135 min,1997,6.7,49
1006,Morgan,Luke Scott,Luke Scott,,92 min,2016,5.8,48
1007,The Spy Who Loved Me,Lewis Gilbert,Lewis Gilbert,,125 min,1977,7.0,55
1008,Catwoman,Pitof,Pitof,,104 min,2004,3.4,27
1009,Wrath of the Titans,Jonathan Liebesman,Jonathan Liebesman,,99 min,2012,5.7,37
1010,Rambo III,Peter MacDonald,Peter MacDonald,,102 min,1988,5.8,36
1011,Cowboys & Aliens,Jon Favreau,Jon Favreau,,119 min,2011,6.0,50
1012,Surrogates,Jonathan Mostow,Jonathan Mostow,,89 min,2009,6.3,45
1013,Anthropoid,Sean Ellis,Sean Ellis,,120 min,2016,7.2,59
1014,Fool's Gold (I),Andy Tennant,Andy Tennant,,112 min,2008,5.7,29
1015,Johnny Mnemonic,Robert Longo,Robert Longo,,96 min,1995,5.6,36
1016,Shin Godzilla,"Hideaki Anno, Shinji Higuchi",Hideaki Anno,Shinji Higuchi,120 min,2016,6.8,67
1017,Hansel & Gretel: Witch Hunters,Tommy Wirkola,Tommy Wirkola,,88 min,2013,6.1,23
1018,Star Trek: Generations,David Carson,David Carson,,118 min,1994,6.6,55
1019,Æon Flux,Karyn Kusama,Karyn Kusama,,93 min,2005,5.4,36
1020,Resident Evil: Retribution,Paul W.S. Anderson,Paul W.S. Anderson,,95 min,2012,5.3,39
1021,Letters from Iwo Jima,Clint Eastwood,Clint Eastwood,,141 min,2006,7.9,89
1022,Battle Los Angeles,Jonathan Liebesman,Jonathan Liebesman,,116 min,2011,5.7,37
1023,Spy Hard,Rick Friedberg,Rick Friedberg,,81 min,1996,5.3,25
1024,Thief,Michael Mann,Michael Mann,,123 min,1981,7.4,78
1025,Jack the Giant Slayer,Bryan Singer,Bryan Singer,,114 min,2013,6.2,51
1026,Rollerball,Norman Jewison,Norman Jewison,,125 min,1975,6.6,56
1027,The Man with the Golden Gun,Guy Hamilton,Guy Hamilton,,125 min,1974,6.7,43
1028,Invictus,Clint Eastwood,Clint Eastwood,,134 min,2009,7.3,74
1029,Vampires,John Carpenter,John Carpenter,,108 min,1998,6.1,42
1030,Mission Majnu,Shantanu Bagchi,Shantanu Bagchi,,129 min,2023,7.4,
1031,Here Comes the Boom,Frank Coraci,Frank Coraci,,105 min,2012,6.4,40
1032,The Specialist,Luis Llosa,Luis Llosa,,110 min,1994,5.6,
1033,Nikita,Luc Besson,Luc Besson,,117 min,1990,7.3,56
1034,The Dead Pool,Buddy Van Horn,Buddy Van Horn,,91 min,1988,6.3,46
1035,Gangs of Wasseypur,Anurag Kashyap,Anurag Kashyap,,321 min,2012,8.2,89
1036,The Taking of Pelham 123,Tony Scott,Tony Scott,,106 min,2009,6.4,55
1037,Machete Kills,Robert Rodriguez,Robert Rodriguez,,107 min,2013,5.6,41
1038,Star Trek IV: The Voyage Home,Leonard Nimoy,Leonard Nimoy,,119 min,1986,7.3,71
1039,Crimson Tide,Tony Scott,Tony Scott,,116 min,1995,7.3,66
1040,Stuber,Michael Dowse,Michael Dowse,,93 min,2019,6.2,42
1041,Timeline,Richard Donner,Richard Donner,,116 min,2003,5.6,28
1042,Ghost Rider: Spirit of Vengeance,"Mark Neveldine, Brian Taylor",Mark Neveldine,Brian Taylor,96 min,2011,4.3,34
1043,Four Brothers,John Singleton,John Singleton,,109 min,2005,6.8,49
1044,Kickboxer,"Mark DiSalle, David Worth",Mark DiSalle,David Worth,97 min,1989,6.4,33
1045,Dangal,Nitesh Tiwari,Nitesh Tiwari,,161 min,2016,8.3,
1046,Tora! Tora! Tora!,"Richard Fleischer, Kinji Fukasaku, Toshio Masuda, Akira Kurosawa",Richard Fleischer,Kinji Fukasaku,144 min,1970,7.5,46
1047,Never Say Never Again,Irvin Kershner,Irvin Kershner,,134 min,1983,6.1,68
1048,The Black Cauldron,"Ted Berman, Richard Rich",Ted Berman,Richard Rich,80 min,1985,6.3,59
1049,Eight Legged Freaks,Ellory Elkayem,Ellory Elkayem,,99 min,2002,5.5,53
1050,"Game Over, Man!",Kyle Newacheck,Kyle Newacheck,,101 min,2018,5.4,32
1051,Pete's Dragon,David Lowery,David Lowery,,102 min,2016,6.7,71
1052,Wild Wild West,Barry Sonnenfeld,Barry Sonnenfeld,,106 min,1999,4.9,38
1053,Innerspace,Joe Dante,Joe Dante,,120 min,1987,6.8,66
1054,#Alive,Il Cho,Il Cho,,98 min,2020,6.3,
1055,Takers,John Luessenhop,John Luessenhop,,107 min,2010,6.2,45
1056,The Rookie,Clint Eastwood,Clint Eastwood,,120 min,1990,5.9,41
1057,The Purge: Anarchy,James DeMonaco,James DeMonaco,,103 min,2014,6.4,50
1058,The Ice Road,Jonathan Hensleigh,Jonathan Hensleigh,,109 min,2021,5.6,42
1059,Hold the Dark,Jeremy Saulnier,Jeremy Saulnier,,125 min,2018,5.6,63
1060,Star Trek: Insurrection,Jonathan Frakes,Jonathan Frakes,,103 min,1998,6.4,64
1061,The Grey,Joe Carnahan,Joe Carnahan,,117 min,2011,6.7,64
1062,Virtuosity,Brett Leonard,Brett Leonard,,106 min,1995,5.5,39
1063,War Horse,Steven Spielberg,Steven Spielberg,,146 min,2011,7.2,72
1064,Hardcore Henry,Ilya Naishuller,Ilya Naishuller,,96 min,2015,6.7,51
1065,The Last Castle,Rod Lurie,Rod Lurie,,131 min,2001,6.9,43
1066,G.I. Jane,Ridley Scott,Ridley Scott,,125 min,1997,6.0,62
1067,Jack Ryan: Shadow Recruit,Kenneth Branagh,Kenneth Branagh,,105 min,2014,6.2,57
1068,Magnum Force,Ted Post,Ted Post,,124 min,1973,7.2,58
1069,Timecop,Peter Hyams,Peter Hyams,,99 min,1994,5.9,48
1070,The Jackal,Michael Caton-Jones,Michael Caton-Jones,,124 min,1997,6.4,36
1071,Transporter 2,Louis Leterrier,Louis Leterrier,,87 min,2005,6.3,56
1072,Black Rain,Ridley Scott,Ridley Scott,,125 min,1989,6.6,56
1073,Tower Heist,Brett Ratner,Brett Ratner,,104 min,2011,6.2,59
1074,Cyborg,Albert Pyun,Albert Pyun,,86 min,1989,5.0,24
1075,Grosse Pointe Blank,George Armitage,George Armitage,,107 min,1997,7.3,76
1076,The Finest Hours,Craig Gillespie,Craig Gillespie,,117 min,2016,6.7,58
1077,Chaos (II),Tony Giglio,Tony Giglio,,106 min,2005,6.4,
1078,The Marksman,Robert Lorenz,Robert Lorenz,,108 min,2021,5.6,44
1079,The Angry Birds Movie 2,"Thurop Van Orman, John Rice",Thurop Van Orman,John Rice,97 min,2019,6.4,60
1080,Headhunters,Morten Tyldum,Morten Tyldum,,100 min,2011,7.5,72
1081,Captain Underpants: The First Epic Movie,David Soren,David Soren,,89 min,2017,6.2,69
1082,The Guardian (I),Andrew Davis,Andrew Davis,,139 min,2006,6.9,53
1083,Spies in Disguise,"Nick Bruno, Troy Quane",Nick Bruno,Troy Quane,102 min,2019,6.8,54
1084,The Karate Kid Part II,John G. Avildsen,John G. Avildsen,,113 min,1986,6.1,55
1085,Hamburger Hill,John Irvin,John Irvin,,110 min,1987,6.7,64
1086,The Wall (II),Doug Liman,Doug Liman,,88 min,2017,6.2,57
1087,In the Line of Fire,Wolfgang Petersen,Wolfgang Petersen,,128 min,1993,7.2,74
1088,Crocodile Dundee II,John Cornell,John Cornell,,108 min,1988,5.7,41
1089,Silverado,Lawrence Kasdan,Lawrence Kasdan,,133 min,1985,7.2,64
1090,Underworld: Evolution,Len Wiseman,Len Wiseman,,106 min,2006,6.7,36
1091,Rogue,Greg McLean,Greg McLean,,99 min,2007,6.2,
1092,DragonHeart,Rob Cohen,Rob Cohen,,103 min,1996,6.4,49
1093,Entrapment,Jon Amiel,Jon Amiel,,113 min,1999,6.3,54
1094,DOA: Dead or Alive,Corey Yuen,Corey Yuen,,87 min,2006,4.8,38
1095,Barb Wire,David Hogan,David Hogan,,98 min,1996,3.5,40
1096,Running Scared,Wayne Kramer,Wayne Kramer,,122 min,2006,7.3,41
1097,Infernal Affairs,"Andrew Lau, Alan Mak",Andrew Lau,Alan Mak,101 min,2002,8.0,75
1098,Hit and Run (I),"David Palmer, Dax Shepard",David Palmer,Dax Shepard,100 min,2012,6.1,50
1099,Westworld,Michael Crichton,Michael Crichton,,88 min,1973,6.9,77
1100,Gamer,"Mark Neveldine, Brian Taylor",Mark Neveldine,Brian Taylor,95 min,2009,5.7,27
1101,Eagle Eye,D.J. Caruso,D.J. Caruso,,118 min,2008,6.6,43
1102,Run Lola Run,Tom Tykwer,Tom Tykwer,,80 min,1998,7.7,77
1103,Brawl in Cell Block 99,S. Craig Zahler,S. Craig Zahler,,132 min,2017,7.1,79
1104,U.S. Marshals,Stuart Baird,Stuart Baird,,131 min,1998,6.5,47
1105,Transporter 3,Olivier Megaton,Olivier Megaton,,104 min,2008,6.0,51
1106,The Darkest Minds,Jennifer Yuh Nelson,Jennifer Yuh Nelson,,104 min,2018,5.7,39
1107,Revolver,Guy Ritchie,Guy Ritchie,,111 min,2005,6.3,25
1108,Vampire Academy,Mark Waters,Mark Waters,,104 min,2014,5.4,31
1109,Broken Arrow,John Woo,John Woo,,108 min,1996,6.1,61
1110,Gangster Squad,Ruben Fleischer,Ruben Fleischer,,113 min,2013,6.7,40
1111,Vikram Vedha,"Gayatri, Pushkar, Gowtham Selvaraj",Gayatri,Pushkar,147 min,2017,8.2,
1112,Free Fire,Ben Wheatley,Ben Wheatley,,91 min,2016,6.3,63
1113,The Cold Light of Day,Mabrouk El Mechri,Mabrouk El Mechri,,93 min,2012,4.9,22
1114,Rumble in the Bronx,Stanley Tong,Stanley Tong,,87 min,1995,6.7,61
1115,Iron Sky,Timo Vuorensola,Timo Vuorensola,,93 min,2012,5.9,
1116,Next,Lee Tamahori,Lee Tamahori,,96 min,2007,6.2,42
1117,National Treasure: Book of Secrets,Jon Turteltaub,Jon Turteltaub,,124 min,2007,6.5,48
1118,Dog Soldiers,Neil Marshall,Neil Marshall,,105 min,2002,6.8,
1119,Escape from Alcatraz,Don Siegel,Don Siegel,,112 min,1979,7.6,76
1120,U-571,Jonathan Mostow,Jonathan Mostow,,116 min,2000,6.6,62
1121,Rise of the Guardians,Peter Ramsey,Peter Ramsey,,97 min,2012,7.2,58
1122,Behind Enemy Lines,John Moore,John Moore,,106 min,2001,6.4,49
1123,Killer Elite,Gary McKendry,Gary McKendry,,116 min,2011,6.4,44
1124,Live by Night,Ben Affleck,Ben Affleck,,129 min,2016,6.4,49
1125,Abraham Lincoln: Vampire Hunter,Timur Bekmambetov,Timur Bekmambetov,,105 min,2012,5.9,42
1126,Paycheck,John Woo,John Woo,,119 min,2003,6.3,43
1127,Neon Genesis Evangelion: The End of Evangelion,"Hideaki Anno, Kazuya Tsurumaki",Hideaki Anno,Kazuya Tsurumaki,87 min,1997,8.1,
1128,Blackhat,Michael Mann,Michael Mann,,133 min,2015,5.4,51
1129,Spy Game,Tony Scott,Tony Scott,,126 min,2001,7.0,63
1130,"10,000 BC",Roland Emmerich,Roland Emmerich,,109 min,2008,5.1,34
1131,Baahubali 2: The Conclusion,S.S. Rajamouli,S.S. Rajamouli,,167 min,2017,8.2,
1132,Wolfwalkers,"Tomm Moore, Ross Stewart",Tomm Moore,Ross Stewart,103 min,2020,8.0,87
1133,Harriet (I),Kasi Lemmons,Kasi Lemmons,,125 min,2019,6.7,66
1134,Escape from L.A.,John Carpenter,John Carpenter,,101 min,1996,5.7,54
1135,Payback (I),Brian Helgeland,Brian Helgeland,,100 min,1999,7.1,46
1136,Shadow in the Cloud,Roseanne Liang,Roseanne Liang,,83 min,2020,5.0,66
1137,Poseidon,Wolfgang Petersen,Wolfgang Petersen,,98 min,2006,5.7,50
1138,Flags of Our Fathers,Clint Eastwood,Clint Eastwood,,135 min,2006,7.1,79
1139,Shaolin Soccer,Stephen Chow,Stephen Chow,,87 min,2001,7.3,68
1140,Resident Evil: Extinction,Russell Mulcahy,Russell Mulcahy,,94 min,2007,6.2,41
1141,Jolt,Tanya Wexler,Tanya Wexler,,91 min,2021,5.6,48
1142,The Night Comes for Us,Timo Tjahjanto,Timo Tjahjanto,,121 min,2018,6.9,69
1143,A Good Day to Die Hard,John Moore,John Moore,,98 min,2013,5.2,28
1144,Dracula 2000,Patrick Lussier,Patrick Lussier,,99 min,2000,4.9,26
1145,Superman IV: The Quest for Peace,Sidney J. Furie,Sidney J. Furie,,90 min,1987,3.7,24
1146,The Way of the Dragon,Bruce Lee,Bruce Lee,,90 min,1972,7.2,58
1147,Vanishing Point,Richard C. Sarafian,Richard C. Sarafian,,99 min,1971,7.2,61
1148,The Do-Over,Steven Brill,Steven Brill,,108 min,2016,5.7,22
1149,Kubo and the Two Strings,Travis Knight,Travis Knight,,101 min,2016,7.7,84
1150,The Karate Kid Part III,John G. Avildsen,John G. Avildsen,,112 min,1989,5.3,36
1151,The Bounty Hunter (I),Andy Tennant,Andy Tennant,,110 min,2010,5.5,22
1152,Jay and Silent Bob Reboot,Kevin Smith,Kevin Smith,,105 min,2019,5.6,46
1153,Johnny English,Peter Howitt,Peter Howitt,,87 min,2003,6.2,51
1154,The Art of Self-Defense,Riley Stearns,Riley Stearns,,104 min,2019,6.6,65
1155,Into the Storm,Steven Quale,Steven Quale,,89 min,2014,5.8,44
1156,Braven,Lin Oeding,Lin Oeding,,94 min,2018,5.9,61
1157,Sabotage,David Ayer,David Ayer,,109 min,2014,5.7,41
1158,Elektra,Rob Bowman,Rob Bowman,,97 min,2005,4.7,34
1159,Kaithi,Lokesh Kanagaraj,Lokesh Kanagaraj,,145 min,2019,8.4,
1160,Kung Pow: Enter the Fist,Steve Oedekerk,Steve Oedekerk,,81 min,2002,6.2,14
1161,Maverick,Richard Donner,Richard Donner,,127 min,1994,7.0,62
1162,Taxi (I),Tim Story,Tim Story,,97 min,2004,4.5,27
1163,The Purge: Election Year,James DeMonaco,James DeMonaco,,108 min,2016,6.0,55
1164,Battlefield Earth,Roger Christian,Roger Christian,,118 min,2000,2.5,9
1165,Kiss of the Dragon,Chris Nahon,Chris Nahon,,98 min,2001,6.6,58
1166,Under Siege 2: Dark Territory,Geoff Murphy,Geoff Murphy,,100 min,1995,5.5,52
1167,Resident Evil: Afterlife,Paul W.S. Anderson,Paul W.S. Anderson,,96 min,2010,5.8,37
1168,Ichi the Killer,Takashi Miike,Takashi Miike,,129 min,2001,7.0,55
1169,Raw Deal,John Irvin,John Irvin,,106 min,1986,5.6,44
1170,Doomsday,Neil Marshall,Neil Marshall,,105 min,2008,5.9,51
1171,Double Impact,Sheldon Lettich,Sheldon Lettich,,110 min,1991,5.6,40
1172,Peninsula,Sang-ho Yeon,Sang-ho Yeon,,116 min,2020,5.5,51
1173,The Promise (II),Terry George,Terry George,,133 min,2016,6.1,49
1174,Left Behind (I),Vic Armstrong,Vic Armstrong,,110 min,2014,3.1,12
1175,Ponniyin Selvan: Part I,Mani Ratnam,Mani Ratnam,,167 min,2022,7.7,
1176,Beneath the Planet of the Apes,Ted Post,Ted Post,,95 min,1970,6.0,46
1177,Titan A.E.,"Don Bluth, Gary Goldman",Don Bluth,Gary Goldman,94 min,2000,6.6,48
1178,Skyscraper,Rawson Marshall Thurber,Rawson Marshall Thurber,,102 min,2018,5.8,51
1179,Gemini Man,Ang Lee,Ang Lee,,117 min,2019,5.7,38
1180,CHIPS,Dax Shepard,Dax Shepard,,100 min,2017,6.0,28
1181,Pompeii (I),Paul W.S. Anderson,Paul W.S. Anderson,,105 min,2014,5.5,39
1182,Thunderbolt and Lightfoot,Michael Cimino,Michael Cimino,,115 min,1974,7.0,62
1183,Red Dawn (2012),Dan Bradley,Dan Bradley,,93 min,2012,5.3,31
1184,Honest Thief,Mark Williams,Mark Williams,,99 min,2020,6.0,46
1185,Shoot 'Em Up,Michael Davis,Michael Davis,,86 min,2007,6.6,49
1186,Shark Night,David R. Ellis,David R. Ellis,,90 min,2011,4.0,22
1187,Lethal Weapon 2,Richard Donner,Richard Donner,,114 min,1989,7.2,70
1188,Darkman,Sam Raimi,Sam Raimi,,96 min,1990,6.4,65
1189,Star Trek V: The Final Frontier,William Shatner,William Shatner,,107 min,1989,5.5,43
1190,The Collection (II),Marcus Dunstan,Marcus Dunstan,,82 min,2012,6.1,38
1191,Torque,Joseph Kahn,Joseph Kahn,,84 min,2004,4.1,41
1192,New Jack City,Mario Van Peebles,Mario Van Peebles,,97 min,1991,6.6,61
1193,The Lego Ninjago Movie,"Charlie Bean, Paul Fisher, Bob Logan",Charlie Bean,Paul Fisher,101 min,2017,6.0,55
1194,The Transformers: The Movie,Nelson Shin,Nelson Shin,,84 min,1986,7.2,43
1195,The Black Hole,Gary Nelson,Gary Nelson,,98 min,1979,5.9,52
1196,Feast,John Gulager,John Gulager,,95 min,2005,6.2,43
1197,The First Purge,Gerard McMurray,Gerard McMurray,,97 min,2018,5.2,54
1198,Mortdecai,David Koepp,David Koepp,,107 min,2015,5.5,27
1199,Windtalkers,John Woo,John Woo,,134 min,2002,6.1,51
1200,Straw Dogs,Rod Lurie,Rod Lurie,,110 min,2011,5.8,45
1201,The Toxic Avenger,"Michael Herz, Lloyd Kaufman",Michael Herz,Lloyd Kaufman,82 min,1984,6.2,42
1202,1941,Steven Spielberg,Steven Spielberg,,118 min,1979,5.8,34
1203,Cutthroat Island,Renny Harlin,Renny Harlin,,124 min,1995,5.7,37
1204,Kill List,Ben Wheatley,Ben Wheatley,,95 min,2011,6.4,67
1205,Arlington Road,Mark Pellington,Mark Pellington,,117 min,1999,7.2,65
1206,Yojimbo,Akira Kurosawa,Akira Kurosawa,,110 min,1961,8.2,93
1207,Ride Along,Tim Story,Tim Story,,99 min,2014,6.1,41
1208,Assault on Precinct 13,John Carpenter,John Carpenter,,91 min,1976,7.3,89
1209,Home Alone 3,Raja Gosnell,Raja Gosnell,,102 min,1997,4.5,
1210,21 Bridges,Brian Kirk,Brian Kirk,,99 min,2019,6.6,51
1211,Underworld: Rise of the Lycans,Patrick Tatopoulos,Patrick Tatopoulos,,92 min,2009,6.5,44
1212,Collateral Damage,Andrew Davis,Andrew Davis,,108 min,2002,5.5,33
1213,Juice,Ernest R. Dickerson,Ernest R. Dickerson,,95 min,1992,7.0,60
1214,Spy Kids 2: Island of Lost Dreams,Robert Rodriguez,Robert Rodriguez,,100 min,2002,5.3,66
1215,Act of Valor,"Mike McCoy, Scott Waugh",Mike McCoy,Scott Waugh,110 min,2012,6.4,40
1216,This Means War,McG,McG,,103 min,2012,6.3,31
1217,Blue Streak,Les Mayfield,Les Mayfield,,93 min,1999,6.3,46
1218,Sky Captain and the World of Tomorrow,Kerry Conran,Kerry Conran,,106 min,2004,6.1,64
1219,Species II,Peter Medak,Peter Medak,,93 min,1998,4.5,19
1220,Black Dynamite,Scott Sanders,Scott Sanders,,84 min,2009,7.4,65
1221,American Ultra,Nima Nourizadeh,Nima Nourizadeh,,96 min,2015,6.1,50
1222,Repo Man,Alex Cox,Alex Cox,,92 min,1984,6.9,82
1223,Killers,Robert Luketic,Robert Luketic,,100 min,2010,5.4,21
1224,The Chaser,Na Hong-jin,Na Hong-jin,,125 min,2008,7.8,64
1225,The Outsider (I),Martin Zandvliet,Martin Zandvliet,,120 min,2018,6.2,30
1226,Brooklyn's Finest,Antoine Fuqua,Antoine Fuqua,,132 min,2009,6.7,43
1227,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Michael Pressman,Michael Pressman,,88 min,1991,6.0,45
1228,Paul Blart: Mall Cop,Steve Carr,Steve Carr,,91 min,2009,5.2,39
1229,Batman: The Movie,Leslie H. Martinson,Leslie H. Martinson,,105 min,1966,6.5,71
1230,Red State,Kevin Smith,Kevin Smith,,88 min,2011,6.1,50
1231,The Net (I),Irwin Winkler,Irwin Winkler,,114 min,1995,6.0,51
1232,Ong-Bak: The Thai Warrior,Prachya Pinkaew,Prachya Pinkaew,,105 min,2003,7.1,69
1233,Lethal Weapon 3,Richard Donner,Richard Donner,,118 min,1992,6.7,40
1234,Police Story,"Jackie Chan, Chi-Hwa Chen",Jackie Chan,Chi-Hwa Chen,100 min,1985,7.5,78
1235,Outland,Peter Hyams,Peter Hyams,,109 min,1981,6.6,48
1236,Red Heat,Walter Hill,Walter Hill,,104 min,1988,6.1,61
1237,Star Wars: The Clone Wars,Dave Filoni,Dave Filoni,,98 min,2008,5.9,35
1238,Inspector Gadget,David Kellogg,David Kellogg,,78 min,1999,4.2,36
1239,Megan Leavey,Gabriela Cowperthwaite,Gabriela Cowperthwaite,,116 min,2017,7.1,66
1240,Centurion,Neil Marshall,Neil Marshall,,97 min,2010,6.3,62
1241,Executive Decision,Stuart Baird,Stuart Baird,,133 min,1996,6.5,62
1242,National Security,Dennis Dugan,Dennis Dugan,,88 min,2003,5.6,31
1243,The Siege,Edward Zwick,Edward Zwick,,116 min,1998,6.4,53
1244,Assassins,Richard Donner,Richard Donner,,133 min,1995,6.3,
1245,Outlander,Howard McCain,Howard McCain,,115 min,2008,6.2,40
1246,Young Guns II,Geoff Murphy,Geoff Murphy,,104 min,1990,6.5,47
1247,The War of the Worlds,Byron Haskin,Byron Haskin,,85 min,1953,7.0,78
1248,Three Steps Above Heaven,Fernando González Molina,Fernando González Molina,,118 min,2010,6.8,
1249,Unknown (I),Jaume Collet-Serra,Jaume Collet-Serra,,113 min,2011,6.8,56
1250,The Final Countdown,Don Taylor,Don Taylor,,103 min,1980,6.6,51
1251,Self/less,Tarsem Singh,Tarsem Singh,,117 min,2015,6.5,34
1252,Lara Croft: Tomb Raider - The Cradle of Life,Jan de Bont,Jan de Bont,,117 min,2003,5.5,43
1253,Shaft,John Singleton,John Singleton,,99 min,2000,6.0,50
1254,The Legend of Zorro,Martin Campbell,Martin Campbell,,129 min,2005,5.9,47
1255,United 93,Paul Greengrass,Paul Greengrass,,111 min,2006,7.6,90
1256,Key Largo,John Huston,John Huston,,100 min,1948,7.7,
1257,Kon-Tiki,"Joachim Rønning, Espen Sandberg",Joachim Rønning,Espen Sandberg,118 min,2012,7.2,62
1258,Let's Be Cops,Luke Greenfield,Luke Greenfield,,104 min,2014,6.4,30
1259,Jason and the Argonauts,Don Chaffey,Don Chaffey,,104 min,1963,7.3,69
1260,Cooties,"Jonathan Milott, Cary Murnion",Jonathan Milott,Cary Murnion,88 min,2014,5.7,49
1261,The Happytime Murders,Brian Henson,Brian Henson,,91 min,2018,5.4,27
1262,The Man from Nowhere,Jeong-beom Lee,Jeong-beom Lee,,119 min,2010,7.7,
1263,Spy Kids 4: All the Time in the World,Robert Rodriguez,Robert Rodriguez,,89 min,2011,3.5,37
1264,The Devil's Own,Alan J. Pakula,Alan J. Pakula,,111 min,1997,6.2,53
1265,The Saint,Phillip Noyce,Phillip Noyce,,116 min,1997,6.2,50
1266,Lionheart,Sheldon Lettich,Sheldon Lettich,,108 min,1990,6.2,41
1267,The Spirit,Frank Miller,Frank Miller,,103 min,2008,4.7,30
1268,Courage Under Fire,Edward Zwick,Edward Zwick,,116 min,1996,6.6,77
1269,A Man Apart,F. Gary Gray,F. Gary Gray,,109 min,2003,6.0,36
1270,Point of No Return,John Badham,John Badham,,109 min,1993,6.1,53
1271,Eraser,Chuck Russell,Chuck Russell,,115 min,1996,6.2,56
1272,Sita Ramam,Hanu Raghavapudi,Hanu Raghavapudi,,163 min,2022,8.6,
1273,A Taxi Driver,Hun Jang,Hun Jang,,137 min,2017,7.9,69
1274,TMNT,Kevin Munroe,Kevin Munroe,,87 min,2007,6.2,41
1275,Daybreakers,"Michael Spierig, Peter Spierig",Michael Spierig,Peter Spierig,98 min,2009,6.4,57
1276,Priest,Scott Stewart,Scott Stewart,,87 min,2011,5.7,41
1277,The Wave,Roar Uthaug,Roar Uthaug,,105 min,2015,6.6,68
1278,Miss Congeniality 2: Armed & Fabulous,John Pasquin,John Pasquin,,115 min,2005,5.1,34
1279,Cell (I),Tod Williams,Tod Williams,,98 min,2016,4.4,38
1280,Keeping Up with the Joneses,Greg Mottola,Greg Mottola,,105 min,2016,5.9,34
1281,Agent Cody Banks,Harald Zwart,Harald Zwart,,102 min,2003,5.1,41
1282,The Medallion,Gordon Chan,Gordon Chan,,88 min,2003,5.2,38
1283,Around the World in 80 Days,Frank Coraci,Frank Coraci,,120 min,2004,5.8,49
1284,Hard Boiled,John Woo,John Woo,,128 min,1992,7.7,
1285,RoboCop 3,Fred Dekker,Fred Dekker,,104 min,1993,4.1,40
1286,Valhalla Rising,Nicolas Winding Refn,Nicolas Winding Refn,,93 min,2009,6.0,61
1287,Heist (III),Scott Mann,Scott Mann,,93 min,2015,6.1,37
1288,The Monster Squad,Fred Dekker,Fred Dekker,,79 min,1987,6.9,61
